Tweet,Type
yassss queen tell em  ajna  #hillaryclinton are both terrible ,AbusiveHC
the latest mistress isa s daily   thanks to @exclaimdotca @girmal5 #hillaryclinton,AbusiveHC
#hillaryclinton   rebellious and unpopular             ,AbusiveHC
there was never anything there to hang on #hillaryclinton    just done to appease alt-right     friends at fbi ,AbusiveHC
@ardmoma berichtet keinen furz  die #podestamails u die krankhafte #kriegsgeilheit von #hillaryclinton  ihr seid so derma scheisse ,AbusiveHC
#wikileaks  #twitter went downafter wikleaks dropped more info against #hillaryclinton  #fbi  investigating #alqaeda threat to #elections,AbusiveHC
#hillaryclinton control of this media was seconds late  censorship     tyranny if #hillaryclintonforpresident happens ,AbusiveHC
#hillaryclinton loses the left  they are recognizing we cannot have an evil potus ,AbusiveHC
#hillaryclinton s relationship to #wallstreet is grossly understated 4 2m in march 2016 alone   #feelthebern  nn,AbusiveHC
#hillaryclinton paid people to come to rally300 showed uplebronjames didn t want to go but clinton threw a tantrum ,AbusiveHC
@afrederick23 @robertpedmunds @cbsnews as if #hillaryclinton doesn t also lie constantly ,AbusiveHC
madam president if you are nasty #hillaryclinton #voting n  @outfy ,AbusiveHC
@cbcalerts @cbcnews icymi #hillaryclinton funded isis stole 6 billion dollars from haiti  and sold weapons to terrorists what s your point ?,AbusiveHC
#hillaryclinton violated her oath as sec  of state  she abused her power  do you think she will not continue her abuse as president?,AbusiveHC
you deserve to hang from a tree if you vote for hillary n#hillaryclinton n@hillaryscrewu,AbusiveHC
#hillaryclinton dont sleep to deep cause the po po coming to get your diapered ass doing the pokey walk,AbusiveHC
sure daryl knows negan#hillaryclintonlaughing after making other people kill each othergadaffi sodomized2death b ,AbusiveHC
and full of hate wishing people killed is sickening no wonder you support a criminal like #hillaryclinton  typica ,AbusiveHC
#hillaryclinton can only get other ppl to do things 4 her by threatening them  what happened to this wretch that turned her into a demon?,AbusiveHC
@hillaryclinton nobody is more corrupt than hillary disgusting  ,AbusiveHC
#wikileaks  #twitter went down after wikileaks dropped more info agst #hillaryclinton     #fbi  investigating #alqaeda threat 2 #elections,AbusiveHC
us stocks jump after fbi lifts cloud over clintonn#fbi #hillaryclinton #s p500indexnn,AbusiveHC
bernie south carolina problem ##hillaryclinton  #southcarolina #nevadacaucus,AbusiveHC
"@darren32895836 @zarkoeldiablo @cnn yes  not to mention just how damn fake #hillaryclinton and her ""gue t "" look on that stage",AbusiveHC
#hillaryclinton steals money from poor haitian black ppl     the media dnt cover this   ,AbusiveHC
#abortion is murder #hillaryclinton says it s ok to kill a baby on the day before it s born how can a person be so ,AbusiveHC
this is what happens with #hillaryclinton  #obama attacking rhetoric #reno ,AbusiveHC
@wolfblitzer comment or do you have to run that past #hillaryclinton too hack ,AbusiveHC
oh my god   no no no  this will force #hillaryclinton s hand     play her endgame 2 days early  lives will be lost by ,AbusiveHC
i understand #prolife supporters #gop but how can you be ok w threats to #hillaryclinton life  arm urself to kill? #votedemsdownballot,AbusiveHC
jed babbin writes about those faulty watergate comparisons  #hillaryclinton #hillaryemail ,AbusiveHC
too busy worrying about the emails from #hillaryclinton,AbusiveHC
#spiritcooking #johnpodesta #cheesepizza #hotdog #hillaryclinton the crapvalanche is piling up  bury this sick  twisted satanist ,AbusiveHC
hillary loses the left  #2016presidentialrace #biggovernment #hillaryclinton #berniesanders,AbusiveHC
girls for guns abuse for sale the uncomfortable truths about #hillaryclinton,AbusiveHC
crazy cultists  politics of personal destruction f off @hillaryclinton  trump 2016 ,AbusiveHC
elle | er how wicked #hillaryclinton wants to help  ,AbusiveHC
@amymek it seems @barackobama made so much pressure to #fbidirectorcomey that had to drop the case  shame #hillaryclinton,AbusiveHC
30 years of #hillaryclinton scandals corruption and double standards on nov 8th everything changes ,AbusiveHC
sure daryl knows negan#hillaryclintongtlaughing after making other people kill each other gadaffi sodomized2death b ,AbusiveHC
@ebaughebaugh makes sense when you know that @washingtonpost are whores for #hillaryclinton and part of the corrupt ,AbusiveHC
your a fool if you believe jayz or beyonc lyrics have anything to do with the #hillaryclinton and the election  #foxnews,AbusiveHC
"@jaketapper wait  hopefully you have one of those ""clinton"" excuses for dnc questions  if not? sad  real sad bye now  #hillaryclinton",AbusiveHC
@theeconomist you re idiotic sap for #corruption #mendacity of #hillaryclinton  people of sound mind should refrai ,AbusiveHC
sure daryl knows negan #hillaryclinton gt laughing after making other people kill each other gadaffi sodomized2death b ,AbusiveHC
#hillaryclinton #christians in america must deny their #faith  #bible  #lord #jesus #christ #christianity #christian,AbusiveHC
judge jeanine - must not have a prez plagued by scandals #hillaryclinton #hillary  ,AbusiveHC
#hillaryclinton  nlie after lienscandal after scandal n#hillaryforprison  n#wjzy #ncchannel #wtvd #wral ,AbusiveHC
#nebvsosu #bamavslsu what will you old stupid fools that vote 4 #hillaryclinton wen yor social security dries up lunacy,AbusiveHC
#hillaryclinton supporters see no evil hear no evil speak no evil and will never believe the evil #hillary will unleash on the #usa,AbusiveHC
the ugliest most #evilbitch on the planet  #hillaryclinton if you vote for this #satanic #witch   you are in leagu ,AbusiveHC
sure daryl knows negan#hillaryclintonlaughing after making other people kill each other gadaffi sodomized2death b ,AbusiveHC
 florida election officials busted for massive voter fraud #hillaryclinton #pjnet #haction ,AbusiveHC
hahahahaha  for #berniesanders speech today turns into a stump speech against #hillaryclinton ,AbusiveHC
#bamavslsu #nebvsosu u really wnt this piece of shit #hillaryclinton in the wh pull your collective heads outa yor ,AbusiveHC
god help us if #hillaryclinton wins  this is the level of deceit and dirty tricks  apparently  her suporters could ,AbusiveHC
guys at stratfor talking about #vincefoster and that #hillaryclinton killed him holy crap ,AbusiveHC
@ap #hillaryclinton wins on issues not mudslinging  aim high on tuesday #swingstates2016 #swingstate #vote ,AbusiveHC
wait  what was that #hillaryclinton hasn t committed any crimes with her email gaffe so it was much ado about nothing i m shocked,AbusiveHC
yes daryl knows #negan#hillaryclintonlaughing after making other people kill each other gadaffi sodomized2death b ,AbusiveHC
yassss queen tell em  @ajna  #hillaryclinton are both terrible choices there is ,AbusiveHC
@deplorablenewss #huffpost rejected my anti-rape  anti-pedo  anti-misogyny  pro-woman article about #hillaryclinton ,AbusiveHC
#hillaryclinton sees every person of color as a vote and every republican conservative as an enemy ,AbusiveHC
no  it wasn t the rain  #hillaryclinton quit and walked out on people who took the time to show up  selfish     corru ,AbusiveHC
#laurabush is supporting #hillaryclinton  condemns the #republicans while speaking about women issues  video   #p2,AbusiveHC
please think through what the most corrupt candidate  gt #hillaryclinton lt  ever means  it means more of the same lunacy ,AbusiveHC
#clintonfoundation stay focused on itnothing else it will start a war if we elect this lunatic #hillaryclinton,AbusiveHC
here s why #turkey  #usa had falling out  dynamics in turkey turned for the worst #hillaryclinton #foundation  ,AbusiveHC
in 2009 #colinpowell advised #hillaryclinton to use a private email server #hillary didn t make a mistake this is ,AbusiveHC
@hillaryclinton #hillaryclintonstop your hate speech now america s done w  you get a clue and drop out you hired thug to shoot at trump,AbusiveHC
#fbi says it won t bring criminal charges against #hillaryclinton regarding the emails saga  #sabcnews,AbusiveHC
never forget #hillaryclinton used two performers who demean women and talk about killing police to get an audience she is a disgrace,AbusiveHC
@fbi #jamescomey did not violate the #hatchact  #hillaryclinton did when she attended secret society for nazis bilderberg  was fined 400k,AbusiveHC
@cupofjoe2 #hillary is a rapistgta #nastywomangt #cathyobrien was raped by #hillaryclinton  other infogt ,AbusiveHC
hillary s and her people are nasty violent creature they at more like possessed demons #hillaryclinton,AbusiveHC
seriously #hillaryclinton just keeps getting more bizarre why was she never seen as the joke candidate like ,AbusiveHC
@realtimers @davidfrum @hbo @hbonow how dare @billmaher use #holocaust in his argument #hillaryclinton destroys entire countries fool,AbusiveHC
yes #podestaemails32 #podestaemails33 #spiritcooking #clintonslimefamily #clintoncorruption #hillaryindictment,AbusiveHC
#hillaryclinton #dnc #dncleak2 planted false sexual harassment charges #abovethelaw #riggedsystem #drainthesw ,AbusiveHC
hillary loses the left  breitbart  @carminezozzora @markthesite #hillaryclinton #electionday #elections2016,AbusiveHC
deplorable karl retweeted futurefortyfiveyou would have to wrap a seismic cable around #hillaryclinton to see thru ,AbusiveHC
when investigators go rogue #jamescomey and #hillaryclinton s emails ,AbusiveHC
democracy this is a tyranny read the documents released by #wikileaks about him #hillaryclinton is a criminal ,AbusiveHC
@sonnyinscotland @always_a_yes hmmm #hillaryclinton  comes to mind with all the dead bodies that keep showing up around her,AbusiveHC
where is #hillaryclinton denouncing the despicable act in reno? or is she too busy scrambling trying to find another plan to win? ?,AbusiveHC
#hillaryclinton supports the slaughter of #lgbt  and sells #weapons to countries who kill them #lgbtfortrump ,AbusiveHC
remember when #cbsnews used 2 report the truth about #hillaryclinton lies #rememberwhentrump #ufcmexico #bamavslsu ,AbusiveHC
breaking news- reports coming in that #hillaryclinton running mate #timkaine s motorcade has been involved in a car crash,AbusiveHC
with the disgusting facts of #hillaryclinton  worse accusations  pedophilia  satanic worship  any #catholic that supports her is damned,AbusiveHC
@osugrad06 #hillaryclinton is crooked  we have the proof  anyone denying it is being dishonest      i also have evidence 4 rest of my beliefs ,AbusiveHC
this sums up what s wrong with #voting for #hillaryclinton nothing but #lies #illegal activity #corruption ,AbusiveHC
#hillaryclinton is doing what every woman that does something first has to do  struggle to be able to do it so othe ,AbusiveHC
fox news anchor apologizes for false report on #hillaryclinton caign  npr  #newssuite ,AbusiveHC
#manchester #nashua #portsmouth #derry #newmarket @timkaine as crooked as #crooked #hillaryclinton  ,AbusiveHC
#hillaryclinton  lie after liescandal after scandal #hillaryforprison  #kstp #wcco #kare11 #minnesota ,AbusiveHC
#hillaryclinton quit u r a crook,AbusiveHC
#americans on the bench tomorrow decide if #hillary lives     america dies or #america lives     #hillaryclinton goes to prison,AbusiveHC
is bruce #springsteen running for #president or does poor #hillaryclinton not draw a crowd dumb,AbusiveHC
barack obama how an  unknown  senator became president of the usa  @barackobama #hillaryclinton #strongertogether,AbusiveHC
clinton s twat is like a cave yodel and you ll know you ve reached the depths of hell #hillaryclinton #election2016,AbusiveHC
this sums up what s wrong with #voting for #hillaryclinton nothing but #lies #illegal activity #corruption ,AbusiveHC
@prolifewill ah  but there s plenty in those  how sid #hillaryclinton threaten comey?,AbusiveHC
oh my fucking god  wow     #podesta #hillaryclinton ,AbusiveHC
@intelligent50 @samharrisorg @richarddawkins#hillaryclinton and the neocon crew want to force multiculturalism on russia big danger #p2,AbusiveHC
the real #hillaryclinton does t pay #women as much as men #vote no she lies #sheswithus #gotv #strongertogether ,AbusiveHC
this is some bad shit n#vincefoster murdered at the direction of #hillaryclinton nndear godnn#dncleak2 ,AbusiveHC
  atleast some on the left understand how absolutely corrupt #hillaryclinton is #hillaryclintonforpresident,AbusiveHC
#hillaryclinton for prison #2016 political tshirt  ,AbusiveHC
@amc_tv really fucking up my sunday with this #hillaryclinton bullshit while i m trying to watch @walkingdead_amc     #twd,AbusiveHC
#hillaryclinton tried to kill him ,AbusiveHC
#hillaryclinton vice president #timkaine motorcade hit by car tonight details breaking,AbusiveHC
sick and crooked is this who we want to run our country #hillaryclinton ,AbusiveHC
